device_id,device_type,os_version,app_version
DEV03458,iOS,macOS,v4.2
DEV03459,Android,Windows 11,v4.3
DEV03460,POS,macOS,v5.1
DEV03461,iOS,Android 13,v4.3
DEV03462,Android,Android 15,v4.1
DEV03463,Android,Android 13,v4.2
DEV03464,Web,iOS 17,v5.1
DEV03465,Android,Android 13,v5.1
DEV03466,Web,Android 14,v4.2
DEV03467,Android,Android 14,v5.1
DEV03468,Android,Android 14,v5.1
DEV03469,Android,macOS,v4.2
DEV03470,Android,Windows 11,v4.1
DEV03471,Android,macOS,v4.1
DEV03472,POS,Windows 11,v5.1
DEV03473,Android,Android 13,v4.1
DEV03474,Android,Android 14,v4.1
DEV03475,Android,iOS 18,v5.1
DEV03476,iOS,Android 15,v5.1
DEV03477,Web,Android 14,v4.1
DEV03478,Web,Windows 11,v5.0
DEV03479,Android,Android 13,v4.2
DEV03480,iOS,Android 14,v4.1
DEV03481,iOS,macOS,v4.1
DEV03482,iOS,Android 13,v5.0
DEV03483,Android,macOS,v4.3
DEV03484,Web,Android 15,v4.3
DEV03485,Android,Android 13,v4.2
DEV03486,Android,Android 15,v5.1
DEV03487,Android,Android 14,v4.1
DEV03488,iOS,macOS,v5.0
DEV03489,Android,Windows 11,v5.1
DEV03490,iOS,iOS 18,v5.1
DEV03491,Web,Android 14,v4.3
DEV03492,iOS,Android 15,v4.1
DEV03493,iOS,Windows 11,v4.2
DEV03494,Web,iOS 17,v5.0
DEV03495,Web,iOS 17,v4.1
DEV03496,Android,iOS 17,v5.1
DEV03497,iOS,macOS,v5.1
DEV03498,Web,Android 14,v4.2
DEV03499,Android,Android 13,v4.3
DEV03500,Android,iOS 18,v4.2
DEV03501,Android,Windows 11,v4.2
DEV03502,POS,iOS 18,v4.1
DEV03503,Android,Windows 11,v4.3
DEV03504,Android,macOS,v5.1
DEV03505,iOS,Android 14,v4.3
DEV03506,Web,Android 15,v4.1
DEV03507,Android,Android 14,v4.1
DEV03508,Web,iOS 17,v4.2
DEV03509,iOS,Android 15,v4.1
DEV03510,iOS,iOS 18,v4.3
DEV03511,Web,Android 14,v4.2
DEV03512,Android,Android 13,v4.2
DEV03513,POS,Android 13,v4.2
DEV03514,Web,macOS,v4.3
DEV03515,POS,iOS 18,v4.2
DEV03516,Web,Android 15,v5.0
DEV03517,Web,iOS 17,v5.0
DEV03518,Android,Android 13,v4.3
DEV03519,Android,Android 13,v5.1
DEV03520,Android,Android 14,v5.1
DEV03521,Android,Windows 11,v4.2
DEV03522,Web,macOS,v4.3
DEV03523,Android,iOS 18,v4.2
DEV03524,Android,Android 13,v4.2
DEV03525,Web,Android 14,v5.0
DEV03526,POS,Android 15,v4.1
DEV03527,Web,Windows 11,v4.3
DEV03528,Web,Android 13,v4.1
DEV03529,iOS,macOS,v5.0
DEV03530,Web,iOS 18,v4.1
DEV03531,iOS,Android 14,v5.0
DEV03532,POS,Android 15,v5.1
DEV03533,Android,Android 14,v5.0
DEV03534,Web,iOS 17,v4.3
DEV03535,iOS,iOS 18,v5.1
DEV03536,iOS,iOS 18,v4.2
DEV03537,Web,Windows 11,v4.3
DEV03538,Web,Android 13,v4.3
DEV03539,Web,Windows 11,v4.3
DEV03540,Android,Android 14,v4.1
DEV03541,Android,Android 15,v4.1
DEV03542,Android,Android 13,v4.2
DEV03543,Android,iOS 18,v4.1
DEV03544,Android,Android 14,v4.3
DEV03545,Web,Android 15,v5.0
DEV03546,iOS,Windows 11,v4.2
DEV03547,Web,iOS 18,v4.2
DEV03548,iOS,macOS,v4.3
DEV03549,iOS,Android 15,v5.1
DEV03550,Android,Windows 11,v4.1
DEV03551,Web,Android 14,v5.1
DEV03552,Web,Android 15,v4.3
DEV03553,Android,Android 13,v5.1
DEV03554,Android,Android 13,v4.3
DEV03555,Android,macOS,v4.1
DEV03556,Web,Android 14,v4.1
DEV03557,Web,Windows 11,v4.2
DEV03558,iOS,iOS 18,v5.1
DEV03559,Android,iOS 17,v5.1
DEV03560,Android,iOS 17,v5.1
DEV03561,Android,iOS 17,v5.1
DEV03562,Android,iOS 18,v5.0
DEV03563,Android,macOS,v4.2
DEV03564,Android,Android 13,v4.2
DEV03565,iOS,Android 13,v5.0
DEV03566,Android,Windows 11,v5.1
DEV03567,iOS,Windows 11,v5.0
DEV03568,iOS,Android 13,v5.1
DEV03569,iOS,Windows 11,v5.0
DEV03570,iOS,Android 14,v4.2
DEV03571,Android,Windows 11,v5.0
DEV03572,Web,Android 13,v4.3
DEV03573,POS,Windows 11,v5.1
DEV03574,Android,Android 13,v5.0
DEV03575,Android,Android 13,v5.1
DEV03576,Web,macOS,v4.1
DEV03577,POS,macOS,v5.1
DEV03578,Android,iOS 17,v5.0
DEV03579,Android,Android 15,v5.1
DEV03580,Web,Android 13,v4.3
DEV03581,Android,Android 15,v4.3
DEV03582,POS,Windows 11,v5.0
DEV03583,Android,macOS,v5.0
DEV03584,Web,Android 13,v5.1
DEV03585,Android,iOS 17,v4.2
DEV03586,Android,iOS 17,v4.3
DEV03587,POS,Windows 11,v4.3
DEV03588,Android,Windows 11,v4.1
DEV03589,Android,Windows 11,v4.1
DEV03590,Web,Android 15,v4.2
DEV03591,Android,macOS,v4.3
DEV03592,Android,macOS,v5.0
DEV03593,Android,iOS 17,v4.3
DEV03594,iOS,macOS,v5.0
DEV03595,Web,Android 14,v5.0
DEV03596,Web,iOS 18,v4.2
DEV03597,iOS,macOS,v4.3
DEV03598,Android,iOS 18,v5.1
DEV03599,Android,Windows 11,v4.3
DEV03600,Web,Android 13,v4.3
DEV03601,Web,iOS 17,v4.1
DEV03602,POS,iOS 18,v4.2
DEV03603,POS,Android 15,v5.1
DEV03604,Android,Android 15,v5.1
DEV03605,iOS,Windows 11,v5.1
DEV03606,iOS,Android 15,v5.0
DEV03607,Android,Android 13,v4.2
DEV03608,Android,iOS 18,v4.1
DEV03609,Web,iOS 18,v5.0
DEV03610,iOS,iOS 18,v5.1
DEV03611,iOS,Android 15,v5.0
DEV03612,iOS,Windows 11,v5.0
DEV03613,Web,Android 15,v5.1
DEV03614,Android,Android 13,v5.1
DEV03615,iOS,Windows 11,v4.1
DEV03616,iOS,Android 14,v4.2
DEV03617,Web,iOS 18,v4.3
DEV03618,iOS,Android 13,v4.3
DEV03619,POS,Android 15,v4.3
DEV03620,Android,Android 14,v4.1
DEV03621,POS,iOS 17,v5.0
DEV03622,Web,Android 14,v5.1
DEV03623,iOS,macOS,v4.2
DEV03624,Android,Android 13,v4.3
DEV03625,Android,Android 14,v4.2
DEV03626,Web,Android 15,v4.2
DEV03627,iOS,Android 14,v5.1
DEV03628,Android,Android 15,v4.1
DEV03629,iOS,Android 14,v5.1
DEV03630,Web,Android 13,v4.1
DEV03631,Android,iOS 17,v5.0
DEV03632,Android,iOS 18,v4.2
DEV03633,Android,Android 14,v4.3
DEV03634,Android,iOS 17,v4.2
DEV03635,Android,Android 14,v5.1
DEV03636,Web,Windows 11,v4.1
DEV03637,Android,iOS 17,v5.0
DEV03638,Android,Android 15,v5.0
DEV03639,iOS,iOS 17,v4.1
DEV03640,POS,iOS 18,v4.1
DEV03641,Android,iOS 17,v4.1
DEV03642,POS,macOS,v5.0
DEV03643,Android,iOS 18,v4.2
DEV03644,Android,iOS 18,v4.2
DEV03645,Web,iOS 17,v5.0
DEV03646,iOS,macOS,v4.3
DEV03647,Web,iOS 18,v5.1
DEV03648,Web,iOS 18,v5.0
DEV03649,Android,Windows 11,v4.3
DEV03650,Web,Android 15,v5.1
DEV03651,iOS,macOS,v4.2
DEV03652,Web,Android 13,v4.1
DEV03653,iOS,Android 15,v5.1
DEV03654,Android,Android 13,v4.1
DEV03655,iOS,Android 13,v4.3
DEV03656,POS,Android 15,v5.0
DEV03657,Android,iOS 18,v5.0
DEV03658,Android,Windows 11,v4.1
DEV03659,Android,macOS,v5.1
DEV03660,Web,Android 15,v5.1
DEV03661,Android,iOS 18,v4.3
DEV03662,Android,Android 15,v5.0
DEV03663,iOS,Android 15,v4.1
DEV03664,Android,Windows 11,v4.2
DEV03665,Android,Android 14,v5.0
DEV03666,Android,iOS 17,v5.0
DEV03667,Android,Android 15,v4.3
DEV03668,Android,iOS 17,v5.0
DEV03669,Android,iOS 18,v4.3
DEV03670,Android,Android 14,v4.3
DEV03671,Web,Windows 11,v4.2
DEV03672,Android,Android 14,v5.1
DEV03673,iOS,Android 13,v5.0
DEV03674,Android,macOS,v4.3
DEV03675,Android,macOS,v4.3
DEV03676,Web,Windows 11,v5.1
DEV03677,Android,macOS,v5.1
DEV03678,Android,Windows 11,v4.3
DEV03679,Web,iOS 17,v5.0
DEV03680,Web,Android 14,v5.0
DEV03681,Web,iOS 18,v5.0
DEV03682,Web,Android 13,v5.1
DEV03683,Android,Android 14,v5.0
DEV03684,POS,iOS 18,v5.0
DEV03685,POS,iOS 17,v5.0
DEV03686,Android,iOS 18,v5.1
DEV03687,Web,iOS 18,v4.1
DEV03688,Android,macOS,v4.1
DEV03689,Web,macOS,v5.0
DEV03690,Android,iOS 18,v4.1
DEV03691,iOS,Android 15,v5.0
DEV03692,Android,Windows 11,v5.1
DEV03693,iOS,Android 14,v5.0
DEV03694,Android,iOS 18,v4.2
DEV03695,iOS,Android 13,v4.3
DEV03696,iOS,Android 15,v5.1
DEV03697,Web,iOS 18,v4.2
DEV03698,Android,iOS 18,v4.2
DEV03699,Web,Windows 11,v4.3
DEV03700,Android,Android 14,v4.2
DEV03701,Web,macOS,v4.3
DEV03702,iOS,macOS,v5.0
DEV03703,Web,Android 15,v5.1
DEV03704,iOS,iOS 18,v5.1
DEV03705,iOS,iOS 18,v5.1
DEV03706,Android,iOS 17,v4.3
DEV03707,POS,Android 13,v4.3
DEV03708,Web,Android 13,v4.2
DEV03709,Android,Android 14,v5.1
DEV03710,Android,macOS,v4.2
DEV03711,Web,Android 15,v5.0
DEV03712,POS,Windows 11,v4.2
DEV03713,Android,Windows 11,v5.1
DEV03714,POS,iOS 18,v4.3
DEV03715,Android,macOS,v4.2
DEV03716,POS,macOS,v4.2
DEV03717,Web,Windows 11,v4.3
DEV03718,Android,Android 15,v4.3
DEV03719,Android,Android 14,v5.1
DEV03720,iOS,macOS,v5.0
DEV03721,iOS,iOS 17,v5.1
DEV03722,POS,Android 14,v4.2
DEV03723,Web,Android 13,v5.1
DEV03724,iOS,macOS,v5.1
DEV03725,POS,iOS 17,v4.3
DEV03726,iOS,iOS 18,v5.0
DEV03727,Web,Android 14,v5.0
DEV03728,Web,Android 15,v5.1
DEV03729,POS,Android 15,v4.3
DEV03730,Android,Android 13,v4.3
DEV03731,iOS,Android 13,v4.2
DEV03732,iOS,Windows 11,v4.1
DEV03733,iOS,Android 13,v4.2
DEV03734,iOS,macOS,v4.2
DEV03735,Web,macOS,v4.2
DEV03736,Android,macOS,v4.1
DEV03737,iOS,macOS,v4.3
DEV03738,Android,Android 13,v4.3
DEV03739,Android,iOS 18,v5.0
DEV03740,iOS,iOS 17,v5.0
DEV03741,Android,Windows 11,v5.1
DEV03742,Android,Android 13,v5.1
DEV03743,iOS,Android 14,v5.1
DEV03744,Android,iOS 18,v5.0
DEV03745,Android,iOS 17,v5.0
DEV03746,Web,iOS 18,v4.2
DEV03747,Web,Android 15,v4.3
DEV03748,Android,iOS 18,v5.0
DEV03749,Android,Windows 11,v4.1
DEV03750,POS,macOS,v4.2
DEV03751,Android,iOS 18,v4.1
DEV03752,iOS,Android 15,v4.1
DEV03753,iOS,Android 15,v4.3
DEV03754,Web,Android 15,v4.1
DEV03755,POS,Windows 11,v4.1
DEV03756,Android,Windows 11,v4.1
DEV03757,iOS,iOS 18,v4.1
DEV03758,iOS,Android 15,v4.2
DEV03759,POS,Android 13,v4.2
DEV03760,Web,Android 14,v4.3
DEV03761,iOS,macOS,v4.3
DEV03762,Web,Android 14,v4.1
DEV03763,Android,macOS,v5.1
DEV03764,Android,Android 15,v4.1
DEV03765,Android,iOS 17,v4.1
DEV03766,Android,macOS,v4.3
DEV03767,iOS,iOS 18,v5.0
DEV03768,Web,Android 14,v4.3
DEV03769,iOS,Windows 11,v4.2
DEV03770,iOS,Windows 11,v4.3
DEV03771,Android,macOS,v5.0
DEV03772,iOS,Android 13,v4.1
DEV03773,iOS,iOS 17,v5.0
DEV03774,iOS,iOS 17,v4.3
DEV03775,Android,Android 13,v5.1
DEV03776,iOS,iOS 18,v4.2
DEV03777,Android,iOS 18,v5.0
DEV03778,iOS,Android 15,v4.3
DEV03779,Android,macOS,v4.1
DEV03780,Android,Android 13,v4.3
DEV03781,Android,Android 13,v4.1
DEV03782,Web,Windows 11,v5.1
DEV03783,Web,macOS,v4.2
DEV03784,POS,Android 13,v5.0
DEV03785,iOS,Android 15,v4.3
DEV03786,Android,Android 14,v4.3
DEV03787,Web,iOS 18,v5.0
DEV03788,iOS,macOS,v4.1
DEV03789,Android,Android 15,v4.2
DEV03790,Web,macOS,v5.1
DEV03791,Android,macOS,v5.0
DEV03792,Android,macOS,v4.2
DEV03793,Web,Android 15,v4.3
DEV03794,Web,Windows 11,v4.2
DEV03795,Web,Android 15,v5.1
DEV03796,Android,Windows 11,v4.2
DEV03797,Web,Windows 11,v4.3
DEV03798,Web,macOS,v5.1
DEV03799,Web,Android 13,v5.1
DEV03800,Web,Android 15,v5.1
DEV03801,iOS,Android 14,v4.3
DEV03802,Android,macOS,v4.1
DEV03803,Web,iOS 17,v4.3
DEV03804,Web,Android 15,v4.1
DEV03805,Android,macOS,v4.1
DEV03806,Web,Windows 11,v4.3
DEV03807,iOS,Android 14,v4.2
DEV03808,iOS,Windows 11,v4.3
DEV03809,Android,Android 13,v5.1
DEV03810,Android,iOS 17,v4.2
DEV03811,Android,iOS 18,v5.0
DEV03812,Web,iOS 18,v5.0
DEV03813,Android,Android 13,v5.0
DEV03814,Android,macOS,v5.1
DEV03815,POS,Android 13,v5.1
DEV03816,Android,iOS 18,v4.1
DEV03817,iOS,Android 13,v5.1
DEV03818,POS,macOS,v4.1
DEV03819,iOS,iOS 18,v5.0
DEV03820,Web,Android 13,v4.3
DEV03821,POS,iOS 18,v4.3
DEV03822,Web,Android 14,v5.1
DEV03823,iOS,Android 13,v5.0
DEV03824,Android,iOS 18,v5.0
DEV03825,iOS,Android 13,v4.1
DEV03826,Web,macOS,v4.1
DEV03827,Web,iOS 18,v5.0
DEV03828,Web,iOS 18,v5.1
DEV03829,iOS,Windows 11,v5.1
DEV03830,iOS,Windows 11,v5.0
DEV03831,Android,macOS,v4.3
DEV03832,Android,iOS 17,v4.3
DEV03833,Web,macOS,v4.1
DEV03834,Android,Android 13,v5.0
DEV03835,Android,Android 14,v4.3
DEV03836,Web,Android 15,v5.1
DEV03837,Android,Android 15,v4.2
DEV03838,POS,Windows 11,v4.2
DEV03839,Android,Android 13,v5.0
DEV03840,POS,Windows 11,v4.1
DEV03841,iOS,iOS 18,v4.2
DEV03842,Android,iOS 18,v5.1
DEV03843,iOS,Android 14,v5.1
DEV03844,Web,Android 13,v5.1
DEV03845,iOS,Android 15,v4.2
DEV03846,Web,Android 14,v4.3
DEV03847,POS,macOS,v5.1
DEV03848,Android,Android 13,v4.1
DEV03849,Web,Android 13,v5.0
DEV03850,Android,Windows 11,v5.0
DEV03851,Android,Windows 11,v5.0
DEV03852,Android,Android 13,v4.3
DEV03853,iOS,iOS 17,v5.0
DEV03854,Android,Android 14,v5.0
DEV03855,Android,Android 13,v4.2
DEV03856,iOS,macOS,v4.3
DEV03857,iOS,Windows 11,v4.3
DEV03858,iOS,macOS,v4.2
DEV03859,iOS,Android 14,v4.1
DEV03860,Android,Android 15,v5.0
DEV03861,POS,Android 13,v4.1
DEV03862,Android,iOS 18,v4.2
DEV03863,Android,Android 13,v4.2
DEV03864,iOS,Android 13,v4.2
DEV03865,Web,Android 14,v4.2
DEV03866,Android,macOS,v5.1
DEV03867,Android,Android 14,v4.2
DEV03868,Web,Windows 11,v4.1
DEV03869,iOS,iOS 17,v4.2
DEV03870,Android,Android 13,v4.1
DEV03871,POS,Windows 11,v4.2
DEV03872,Android,Android 15,v4.2
DEV03873,iOS,Android 14,v5.1
DEV03874,Android,iOS 17,v4.2
DEV03875,Android,macOS,v5.0
DEV03876,Android,iOS 18,v5.1
DEV03877,iOS,iOS 18,v5.1
DEV03878,Android,iOS 17,v5.0
DEV03879,iOS,Windows 11,v5.1
DEV03880,POS,macOS,v4.2
DEV03881,Web,iOS 18,v5.0
DEV03882,Android,Android 13,v4.2
DEV03883,Android,Android 14,v5.1
DEV03884,iOS,Android 15,v4.3
DEV03885,Android,iOS 18,v5.0
DEV03886,POS,Android 13,v4.1
DEV03887,POS,macOS,v5.1
DEV03888,Android,Windows 11,v4.3
DEV03889,Android,Android 14,v5.1
DEV03890,POS,Android 13,v4.2
DEV03891,Web,Android 13,v4.2
DEV03892,iOS,Windows 11,v4.2
DEV03893,Android,Android 14,v4.3
DEV03894,iOS,iOS 18,v4.2
DEV03895,POS,macOS,v5.1
DEV03896,Android,macOS,v5.1
DEV03897,Web,iOS 18,v5.1
DEV03898,Android,Android 13,v5.0
DEV03899,POS,iOS 17,v5.1
DEV03900,iOS,iOS 18,v4.2
DEV03901,Android,Android 13,v5.0
DEV03902,Android,Windows 11,v5.0
DEV03903,iOS,Android 15,v5.0
DEV03904,Android,macOS,v5.0
DEV03905,iOS,Android 15,v4.3
DEV03906,Android,iOS 17,v5.1
DEV03907,Android,Windows 11,v4.3
DEV03908,iOS,Android 13,v4.1
DEV03909,iOS,Android 15,v4.3
DEV03910,iOS,macOS,v5.0
DEV03911,iOS,Windows 11,v5.1
DEV03912,iOS,iOS 18,v5.1
DEV03913,iOS,Android 13,v4.2
DEV03914,Android,iOS 17,v4.3
DEV03915,Android,iOS 17,v5.1
DEV03916,Android,iOS 18,v4.1
DEV03917,Web,Android 15,v4.1
DEV03918,iOS,Windows 11,v4.3
DEV03919,Android,Android 15,v4.2
DEV03920,Web,iOS 17,v4.1
DEV03921,Android,Android 14,v4.2
DEV03922,iOS,Windows 11,v4.3
DEV03923,Android,macOS,v5.1
DEV03924,Web,Windows 11,v4.2
DEV03925,Web,Windows 11,v4.1
DEV03926,Web,iOS 17,v4.2
DEV03927,Web,Windows 11,v5.1
DEV03928,Web,iOS 17,v5.1
DEV03929,Web,Android 13,v4.1
DEV03930,Android,iOS 18,v4.2
DEV03931,Android,Android 13,v4.2
DEV03932,POS,iOS 17,v5.0
DEV03933,POS,Android 13,v4.1
DEV03934,iOS,Android 15,v4.2
DEV03935,Android,iOS 17,v4.3
DEV03936,Web,Android 15,v5.0
DEV03937,Android,Android 15,v4.1
DEV03938,Android,iOS 18,v5.1
DEV03939,iOS,Android 15,v4.1
DEV03940,Android,Android 13,v4.3
DEV03941,Android,Android 13,v4.3
DEV03942,Web,Windows 11,v5.1
DEV03943,Android,Android 14,v5.1
DEV03944,POS,iOS 18,v5.1
DEV03945,POS,Windows 11,v5.0
DEV03946,Web,Windows 11,v4.3
DEV03947,POS,Windows 11,v5.1
DEV03948,iOS,Android 14,v4.3
DEV03949,iOS,Android 15,v5.0
DEV03950,Web,Windows 11,v5.0
DEV03951,iOS,iOS 17,v4.3
DEV03952,Android,Android 13,v5.1
DEV03953,iOS,iOS 17,v4.1
DEV03954,iOS,Android 14,v4.2
DEV03955,Web,Windows 11,v4.3
DEV03956,iOS,macOS,v5.0
DEV03957,Web,macOS,v5.1
DEV03958,iOS,macOS,v4.2
DEV03959,iOS,Android 14,v4.3
DEV03960,Android,Android 13,v4.1
DEV03961,Web,macOS,v4.1
DEV03962,Android,Windows 11,v5.0
DEV03963,POS,Android 14,v5.0
DEV03964,Web,iOS 17,v5.0
DEV03965,iOS,Android 14,v4.3
DEV03966,POS,iOS 17,v4.1
DEV03967,iOS,macOS,v4.1
DEV03968,Android,Windows 11,v5.0
DEV03969,iOS,Android 15,v5.0
DEV03970,Android,Windows 11,v5.1
DEV03971,Android,iOS 18,v4.1
DEV03972,iOS,Android 13,v5.0
DEV03973,Web,Android 14,v5.0
DEV03974,iOS,macOS,v5.0
DEV03975,iOS,Windows 11,v5.1
DEV03976,Android,Android 13,v4.1
DEV03977,iOS,Android 14,v4.1
DEV03978,Android,macOS,v4.1
DEV03979,Android,Android 15,v5.1
DEV03980,Web,macOS,v4.3
DEV03981,Android,macOS,v5.1
DEV03982,Android,iOS 17,v4.2
DEV03983,Android,Android 13,v5.1
DEV03984,iOS,Android 15,v4.2
DEV03985,Web,Android 15,v5.0
DEV03986,POS,iOS 18,v4.2
DEV03987,Web,Android 15,v5.1
DEV03988,Android,iOS 18,v4.3
DEV03989,Android,macOS,v4.1
DEV03990,Android,Android 15,v5.1
DEV03991,iOS,macOS,v4.1
DEV03992,iOS,iOS 17,v4.2
DEV03993,iOS,Android 15,v5.0
DEV03994,Android,Windows 11,v5.0
DEV03995,Android,iOS 17,v5.1
DEV03996,Android,Android 14,v4.2
DEV03997,Web,Android 15,v4.2
DEV03998,Android,macOS,v4.1
DEV03999,iOS,Android 15,v4.2
DEV04000,Android,Android 14,v4.3
DEV04001,iOS,macOS,v5.0
DEV04002,Android,iOS 18,v4.3
DEV04003,Android,iOS 17,v4.3
DEV04004,Android,Android 14,v4.1
DEV04005,Android,Android 14,v4.2
DEV04006,Android,Windows 11,v4.1
DEV04007,Web,macOS,v5.0
DEV04008,Android,Android 13,v4.1
DEV04009,Android,Android 14,v4.3
DEV04010,iOS,iOS 18,v4.1
DEV04011,Web,iOS 18,v4.2
DEV04012,Android,iOS 18,v4.1
DEV04013,iOS,macOS,v4.2
DEV04014,Web,iOS 17,v4.3
DEV04015,Android,iOS 17,v4.2
DEV04016,iOS,macOS,v4.2
DEV04017,Android,Android 15,v4.2
DEV04018,Android,Android 14,v4.2
DEV04019,POS,Windows 11,v5.0
DEV04020,Android,iOS 18,v5.1
DEV04021,Android,Android 14,v5.0
DEV04022,POS,macOS,v4.1
DEV04023,Web,Android 15,v5.0
DEV04024,iOS,macOS,v5.0
DEV04025,Web,Android 15,v4.2
DEV04026,Web,iOS 18,v4.1
DEV04027,Web,Android 14,v4.1
DEV04028,Android,Android 15,v4.3
DEV04029,Android,Android 13,v4.2
DEV04030,Android,iOS 17,v5.0
DEV04031,Android,Android 14,v4.3
DEV04032,Android,iOS 18,v4.3
DEV04033,iOS,Android 15,v5.0
DEV04034,Android,Android 15,v4.1
DEV04035,Android,Android 15,v4.2
DEV04036,iOS,iOS 17,v4.2
DEV04037,iOS,Android 14,v5.0
DEV04038,Web,Android 15,v4.2
DEV04039,Web,Windows 11,v5.1
DEV04040,POS,iOS 17,v4.3
DEV04041,iOS,Android 13,v4.3
DEV04042,Web,Android 14,v5.1
DEV04043,Web,iOS 18,v4.2
DEV04044,Web,Android 14,v4.1
DEV04045,Web,Android 15,v5.1
DEV04046,iOS,macOS,v5.1
DEV04047,Android,iOS 18,v4.3
DEV04048,Web,Windows 11,v4.1
DEV04049,Web,Android 14,v4.1
DEV04050,Web,iOS 18,v4.2
DEV04051,Android,Android 14,v4.1
DEV04052,Android,Windows 11,v4.2
DEV04053,Android,Android 13,v5.0
DEV04054,Web,Android 13,v5.1
DEV04055,Web,Android 13,v5.1
DEV04056,Android,Android 14,v4.2
DEV04057,Web,iOS 18,v4.2
DEV04058,Android,Android 13,v4.2
DEV04059,Android,iOS 17,v5.1
DEV04060,iOS,iOS 17,v4.2
DEV04061,Web,Android 13,v5.1
DEV04062,Web,Android 13,v5.1
DEV04063,Android,Android 15,v4.3
DEV04064,iOS,macOS,v4.3
DEV04065,iOS,iOS 17,v5.0
DEV04066,Android,macOS,v5.0
DEV04067,POS,iOS 17,v4.1
DEV04068,Web,Android 13,v4.2
DEV04069,Android,Windows 11,v5.1
DEV04070,iOS,Android 15,v4.1
DEV04071,Android,iOS 18,v4.3
DEV04072,iOS,Android 15,v5.1
DEV04073,Web,Android 15,v4.1
DEV04074,Android,iOS 17,v4.3
DEV04075,Web,Android 13,v5.0
DEV04076,iOS,Android 13,v4.2
DEV04077,POS,macOS,v4.2
DEV04078,Android,Android 13,v4.1
DEV04079,Web,Android 15,v4.3
DEV04080,Web,macOS,v4.1
DEV04081,Android,macOS,v4.3
DEV04082,Android,Android 15,v4.3
DEV04083,Web,Windows 11,v4.2
DEV04084,iOS,Android 14,v5.0
DEV04085,Android,iOS 18,v5.0
DEV04086,POS,Android 14,v5.1
DEV04087,Android,Windows 11,v4.3
DEV04088,iOS,iOS 18,v4.2
DEV04089,iOS,macOS,v4.3
DEV04090,iOS,Android 14,v5.1
DEV04091,Android,Android 14,v4.2
DEV04092,iOS,Android 14,v4.3
DEV04093,Web,Android 14,v5.0
DEV04094,iOS,Android 15,v5.0
DEV04095,Web,iOS 18,v5.1
DEV04096,Android,Windows 11,v5.0
DEV04097,Web,Android 14,v4.3
DEV04098,iOS,Android 14,v5.1
DEV04099,POS,Windows 11,v4.1
DEV04100,Android,Android 13,v5.1
DEV04101,Android,Android 15,v5.0
DEV04102,Android,iOS 17,v4.2
DEV04103,iOS,Android 13,v5.1
DEV04104,Android,Windows 11,v4.3
DEV04105,Web,iOS 17,v5.1
DEV04106,Web,Android 14,v5.0
DEV04107,Android,iOS 18,v5.1
DEV04108,Android,macOS,v4.3
DEV04109,Web,iOS 17,v4.3
DEV04110,Android,macOS,v5.0
DEV04111,iOS,macOS,v4.3
DEV04112,Android,iOS 17,v5.0
DEV04113,Android,iOS 17,v5.1
DEV04114,Android,macOS,v5.1
DEV04115,iOS,iOS 18,v4.1
DEV04116,iOS,Android 13,v5.0
DEV04117,Web,Android 15,v4.2
DEV04118,Android,iOS 18,v5.0
DEV04119,iOS,Android 13,v5.1
DEV04120,Android,Android 14,v5.1
DEV04121,POS,Android 13,v4.3
DEV04122,iOS,iOS 17,v4.1
DEV04123,Android,Android 13,v4.2
DEV04124,Android,macOS,v4.1
DEV04125,Android,Android 13,v5.0
DEV04126,Android,macOS,v5.0
DEV04127,iOS,Android 14,v5.1
DEV04128,Android,Android 14,v4.3
DEV04129,POS,Android 13,v4.2
DEV04130,Android,iOS 18,v4.3
DEV04131,Web,macOS,v4.2
DEV04132,Android,Android 14,v4.1
DEV04133,Android,iOS 17,v5.1
DEV04134,POS,macOS,v4.3
DEV04135,Web,iOS 18,v5.0
DEV04136,iOS,Windows 11,v5.1
DEV04137,Web,Android 13,v4.2
DEV04138,POS,Windows 11,v5.1
DEV04139,iOS,macOS,v5.0
DEV04140,Android,iOS 17,v5.0
DEV04141,Android,iOS 17,v4.2
DEV04142,iOS,iOS 18,v5.1
DEV04143,iOS,Android 13,v4.3
DEV04144,Web,iOS 17,v5.1
DEV04145,Android,Windows 11,v5.0
DEV04146,POS,macOS,v4.2
DEV04147,iOS,Windows 11,v4.1
DEV04148,iOS,Android 14,v4.1
DEV04149,Android,Android 14,v5.1
DEV04150,POS,iOS 18,v5.0
DEV04151,iOS,macOS,v5.1
DEV04152,iOS,macOS,v4.2
DEV04153,POS,macOS,v4.3
DEV04154,POS,Android 14,v4.1
DEV04155,Android,macOS,v5.1
DEV04156,POS,Android 15,v5.0
DEV04157,Web,Android 13,v4.1
DEV04158,Android,iOS 17,v4.1
DEV04159,Android,iOS 17,v4.3
DEV04160,Android,iOS 18,v5.1
DEV04161,iOS,iOS 18,v4.3
DEV04162,Web,iOS 17,v5.0
DEV04163,Android,Android 14,v5.0
DEV04164,Web,iOS 18,v5.1
DEV04165,Web,Android 15,v4.1
DEV04166,iOS,iOS 18,v4.2
DEV04167,POS,Android 14,v4.3
DEV04168,Web,Android 13,v4.1
DEV04169,Android,Android 15,v5.0
DEV04170,Web,iOS 18,v5.0
DEV04171,POS,Android 13,v4.1
DEV04172,Android,Android 13,v4.1
DEV04173,POS,Windows 11,v5.0
DEV04174,Android,iOS 17,v4.3
